        	        	        	        	        	        	EARNINGS	        	        	        	        	
   -1.92	   -3.21	   -0.92	   -1.49	    0.38	   -0.94	    3.61	   -3.85	    0.19	   -2.09	    0.19	
    1.96	   -0.35	   -3.63	    5.25	   -6.54	    0.67	    1.32	    3.10	    0.16	    1.27	    0.63	
    2.30	   -2.27	   -0.17	   -0.35	   -1.79	    1.69	   -4.09	    0.27	   -1.34	   -1.59	    1.24	
   -0.01	    0.63	    2.06	    0.66	   -1.57	   -1.52	   -5.45	   -0.08	    1.26	    0.67	    0.42	
   -0.20	    0.79	    8.66	    0.00	    9.78	    1.16	  -15.50	    5.60	   -3.47	   -3.03	    2.73	
    7.31	   -4.60	    0.00	   -2.12	   -1.97	    2.01	   -2.76	   -0.20	   -2.03	   -5.19	   -8.53	
    0.52	    0.87	    3.26	    0.17	   -0.33	    2.67	    5.68	   -3.38	   -3.02	   -3.44	    4.07	
   -0.31	   -4.41	    1.32	   -0.16	   -3.26	   -1.01	   -0.85	   -4.97	    0.00	   -1.62	    8.26	
    1.28	    0.00	    3.82	   -1.92	    1.96	    3.18	    0.93	   10.53	   -0.15	   -2.51	   -1.05	
    1.97	    5.81	    0.00	   -1.22	   -1.23	   -1.88	   -1.27	   -1.29	    1.31	    2.19	   -7.83	
   -1.15	    0.33	   -0.17	   -0.33	    1.33	   13.93	    5.76	   -2.72	   -6.29	    2.99	   -8.70	
   -4.62	    5.30	    3.60	   -2.50	   -1.00	    5.76	   -4.08	   17.45	   -3.38	    3.13	   -5.45	
   -1.70	   -0.49	   -0.58	   -2.08	   -1.53	    0.95	   -3.08	    0.71	    1.67	    0.95	    1.03	
    1.85	   -0.08	   -3.31	   -1.62	    1.91	   -2.05	    2.26	   12.00	    0.30	    1.74	   -3.05	
   -2.20	    3.20	   -2.43	    1.46	   -2.71	    1.13	    3.87	    3.23	   -2.01	   -0.28	   -2.84	
    1.43	    1.28	   -1.08	    0.41	    2.90	    2.08	    4.41	   -3.32	   -0.96	    1.30	   -1.65	
   -0.22	   -2.12	   -3.88	    2.84	    7.21	    4.06	   -1.51	  -11.10	    3.27	    0.66	    1.64	
    2.19	   -0.17	    5.30	   -0.02	   -0.46	    0.13	    7.76	   -1.14	   -3.00	    3.82	   -0.86	
   -5.55	    9.07	    0.00	    1.53	    3.19	    1.17	   -1.96	   -3.18	   -1.70	   -3.65	    2.50	
    2.04	    0.44	    1.24	    9.34	    3.49	   19.17	    5.47	   -0.61	    3.70	   -2.01	   -1.28	
   -0.70	    0.55	   -0.72	   -0.02	    3.30	   -1.48	   -1.16	    3.50	   -0.10	    1.92	   -3.29	
    2.79	    1.06	    0.92	    1.69	    5.48	    2.47	   -0.77	   -4.55	   -3.42	    2.47	    2.69	
   -0.93	   -0.94	    3.03	    2.04	   -1.70	   -0.86	    7.16	   -6.06	   -4.92	   -0.10	   -2.40	
   -3.56	    7.21	    2.85	   -0.52	    4.39	   -2.04	    3.45	    0.42	   -1.54	   -0.65	   -0.38	
    2.21	   -2.18	    2.84	    0.45	    1.76	    4.01	    1.19	    0.47	    0.29	    1.45	   -0.69	
    3.58	   -3.38	    1.45	   -0.90	   -4.55	    3.62	   -1.66	   11.60	   -1.33	   -6.34	   -0.40	
   -7.48	    0.74	   -4.38	   -3.82	    7.14	   -5.19	   -0.78	    7.09	  -13.24	    7.63	    3.94	
   -9.35	   10.31	    4.67	    0.00	   -9.82	   -5.94	   -1.05	    5.32	    4.04	   -0.97	    0.00	
   -4.62	    6.45	    9.09	   -0.69	   -6.99	   -7.52	   -5.69	   12.07	   -8.46	   -6.72	   -1.80	
    2.62	    5.63	    0.40	   -1.10	   -4.15	    0.42	    5.79	   -1.49	   -0.71	    3.36	   -1.87	
    3.36	   -1.87	    2.31	    4.90	   -1.96	   -3.24	    0.79	   -0.29	    0.59	   -1.27	    1.58	
    5.32	    1.31	   -1.89	   -3.35	   -0.32	    2.74	    1.44	   -2.73	    4.58	    0.70	    1.68	
   -1.03	    0.95	   -0.28	   -2.83	   -1.07	   -7.26	   -5.82	    4.49	   -1.72	   -1.42	   -1.33	
  -18.60	  -13.87	   -1.36	   28.74	   10.71	   28.87	  -10.01	  -14.60	  -12.38	    6.69	    5.23	
   17.13	    1.04	   -1.55	   19.42	    8.57	   38.66	   21.46	  -26.80	  -12.81	  -20.34	   -1.89	
   -3.21	    2.73	   15.97	   32.79	   43.95	  -39.11	    0.00	    9.30	   -8.51	   -7.18	    8.95	
   -1.29	    0.98	    8.59	    1.94	    0.59	    4.51	   -0.97	    1.41	   10.26	    2.52	    0.86	
   -1.57	    0.40	    0.20	   -5.43	    2.59	   -2.05	    0.56	    6.17	    1.63	   -0.51	    4.00	
   -4.35	   -7.82	    4.71	    3.88	    0.80	   -1.19	    9.23	    0.73	   -4.26	    2.48	    6.88	
   -1.62	    4.55	    0.97	    0.22	    1.85	    0.87	    7.71	    4.42	   -0.45	   -1.74	    0.33	
   -3.11	    1.58	   -4.38	    3.53	   -1.29	   -2.72	    5.13	   -2.27	   -0.17	   -3.69	   -1.71	
    3.49	   -0.17	   -3.44	    1.66	    1.23	   -3.11	   -1.01	   -0.84	    1.94	   -3.57	   -0.86	
   -5.24	   -5.01	    1.98	   11.05	    0.96	  -11.24	    3.25	  -28.33	   -8.28	    1.55	    9.98	
    2.17	   -5.63	    2.45	   26.96	   13.79	   10.16	    0.17	  -35.15	    1.51	   -3.29	   -5.24	
   30.91	    2.08	    2.62	    0.10	    1.41	   12.72	    4.69	   31.39	    6.97	   -8.93	    7.40	
    7.40	    7.45	  -16.33	   -2.18	   -2.19	   11.40	   -5.17	   37.21	   -0.39	    6.10	    3.14	
   -0.22	    0.44	    0.44	   -1.09	    2.65	    1.59	    4.40	   -0.85	   -0.82	    0.21	    1.28	
    5.92	   -0.67	    1.80	   -1.11	   -0.67	   -0.45	   -3.39	    8.20	    0.00	    1.52	   -0.21	
    1.09	    0.00	    0.65	   -0.85	    0.22	    1.72	   -2.33	   -0.22	    1.08	   -0.86	    0.43	
    0.67	   -4.98	    5.70	   -0.33	   -9.17	    4.01	   -2.34	    1.68	    6.24	    7.43	   -2.37	
   -4.42	   -2.88	    4.04	   -1.81	   -6.50	   -3.76	  -12.60	   -2.23	    3.43	    0.00	    1.88	
    1.64	    0.50	    1.90	    3.44	   -0.19	    0.38	   -3.89	   -2.37	   -5.97	   -4.19	    3.14	
   -2.68	    3.62	   -3.25	    3.21	    0.17	    1.21	   -6.08	    7.78	   -1.11	   -1.98	   -2.61	
   -3.52	    0.31	   -4.26	    1.27	    3.02	    5.05	   -1.30	    3.02	   -1.47	   -0.56	   -0.93	
   -3.66	   -2.09	    6.42	   -1.51	   -3.57	   -2.12	    1.89	    1.72	   -3.26	   -4.04	   -2.53	
    0.40	    4.94	   -8.40	   -3.75	    7.22	   -4.98	    0.00	   -3.12	   -0.15	   -1.17	   -3.26	
    6.12	   -4.58	    3.55	    3.26	   -0.83	    0.50	   30.50	    6.13	    3.01	    2.34	   -2.40	
   -0.74	    3.00	   -0.36	    0.00	   -1.46	   -0.37	   -2.23	    1.90	   -0.60	    0.23	   -0.37	
    1.60	   -1.18	    0.40	    1.59	    0.39	    1.17	   -1.54	    5.08	   -0.74	    3.00	   -0.36	
    0.34	    2.63	   -5.02	    0.82	    4.31	   -1.67	   -7.95	  -17.88	   14.11	   -5.13	    1.53	
   -1.19	    3.37	   -1.86	   -1.54	    4.46	    4.62	    0.33	   -6.38	   -5.41	    3.23	    2.53	
    0.68	    2.23	   -2.28	    0.58	    5.79	    5.84	   -7.84	  -24.79	    4.48	   -1.19	    3.37	
    8.18	    1.37	   31.53	  -10.82	   -4.62	   -3.64	  -11.95	   -1.79	   -8.36	   -5.95	    6.33	
    6.57	    0.79	   -2.51	    2.25	    0.47	   -1.17	   29.77	    1.34	    2.35	   -4.76	    2.22	
   -0.91	    0.00	   -0.92	    0.70	    0.46	    1.15	   -8.41	    2.48	   -3.39	   -7.02	    9.43	
   -3.52	    2.51	    3.79	   -1.29	    2.17	   -0.85	   -8.37	   -2.34	   -1.68	   -2.44	    0.75	
   -4.70	    3.56	   -0.79	    1.87	    6.02	   -0.25	    0.74	    5.65	    0.23	    4.87	   -0.88	
   -4.09	    4.76	   -0.47	   -1.42	    0.32	   -2.07	    1.14	    4.50	    5.23	   19.74	    0.24	
   -1.49	   -0.87	    8.08	    7.68	   -4.50	   -7.27	   14.19	    4.82	   12.21	    3.00	    3.06	
    7.91	   -6.03	    3.52	    6.35	    3.06	   -5.12	   -1.28	   -1.01	   -6.40	   -3.57	    3.22	
   -0.97	    0.17	   -0.67	    1.52	    0.00	   -0.50	    2.35	    2.39	    1.15	    2.72	   -0.31	
    0.84	    0.53	    3.28	   -0.13	   -4.69	    0.51	    2.68	    1.80	   -0.48	   -4.03	   -0.50	
    0.59	    0.29	   -4.08	    2.13	   -2.68	    0.31	   -2.13	  -16.39	    2.46	    5.45	   -6.21	
   -1.45	    0.65	   -1.63	    2.89	    2.01	    6.69	    5.17	    3.86	    1.35	    2.00	    2.29	
    0.77	    2.68	    0.00	    1.87	   -1.47	    4.46	    4.27	   -8.87	   -0.75	   -1.13	   -6.49	
    0.07	   -2.22	   -2.72	   -1.15	    1.89	   -1.03	   -3.74	   -0.41	    0.23	    1.12	    0.18	
    2.82	    4.02	    3.05	   -1.80	    1.24	    2.74	   -1.27	   -2.00	    0.77	    0.04	   -0.08	
   -0.14	    0.46	   -2.40	   -1.89	    2.12	   -2.11	   -7.83	   -0.21	   -0.86	    1.34	   -0.93	
    6.57	   -2.90	   -1.90	    4.40	   -1.76	   -2.43	    0.35	    2.07	   -0.20	   -1.69	   -0.93	
    0.26	   -5.17	    0.80	    0.14	   -0.69	   -0.17	    6.22	   -2.13	   -0.50	    0.34	   -2.51	
    5.90	   -3.31	   -1.10	    3.72	   -2.20	   -0.56	    0.60	    1.76	   -0.66	   -4.84	   -1.17	
   -2.48	   -6.27	    4.37	    1.09	   -1.87	   -2.93	    7.48	    8.35	    1.21	   -2.56	   -4.16	
    0.50	    0.74	   -1.11	    0.75	   -1.11	   -0.62	   -1.38	    3.82	   -1.72	   -2.50	    1.15	
    3.76	   -1.00	   -0.51	    1.02	    0.25	    0.25	    0.00	    0.00	    0.37	    1.25	   -0.25	
    5.24	   -5.62	    2.06	    1.57	   -1.30	   -7.23	   -3.04	    1.92	    2.30	   -0.07	   -2.36	
   -2.57	   -8.12	   10.10	   -0.51	   -0.80	    1.52	    6.12	    1.45	    0.88	   -2.76	   15.59	
    3.17	   -7.08	    2.27	   -2.98	    3.93	    0.40	    2.23	   -4.49	   -5.70	   -2.57	   -8.12	
   -1.52	    5.39	    3.86	   -1.11	  -13.01	  -11.33	  -14.23	   -1.69	   -9.06	   -3.78	  -12.86	
   -3.88	   25.98	   -7.03	   -2.52	    2.07	   -9.63	    1.96	  -13.38	    0.63	   -5.78	    6.47	
   -7.89	   21.43	  -11.57	   11.97	    3.96	  -10.48	    5.11	   -5.26	   -1.71	    1.30	    0.00	
   -0.80	   -0.16	    2.72	   -5.78	    5.44	    0.08	    4.15	    3.41	    0.13	    1.18	   -0.76	
    2.73	    3.20	   -2.00	   -3.54	    5.18	   -3.52	    0.40	   -2.05	   -0.42	   -3.61	   -3.21	
   -0.27	   -0.29	    0.92	    2.36	    5.98	   -0.81	    1.32	    1.81	   -1.79	    0.04	   -2.72	
    0.11	   -1.56	   -1.17	   -7.19	    3.72	   -0.59	   -8.54	    4.96	   -0.58	    1.62	   -2.32	
   -2.74	    5.68	    2.51	    3.55	    1.90	   -1.40	   -5.30	    4.42	   -0.74	   -5.90	   -0.59	
   -1.69	    8.36	   -4.68	   -2.97	    3.24	   -2.69	    5.43	    1.52	   -2.53	   -0.85	   -3.91	
   10.17	    1.98	   -4.71	   -4.75	    0.10	    3.46	   -0.49	   13.92	   -0.35	   -2.09	    0.27	
   -2.59	    2.66	    0.28	    5.90	   -2.44	   -1.34	   -3.80	   -4.89	    0.00	    0.69	    1.87	
    0.23	   -0.56	    7.68	    0.64	    1.53	    2.27	    0.48	    3.21	   -0.40	    0.32	   -1.44	
    2.88	    0.32	    4.67	    0.54	   -1.48	    1.26	    1.20	    6.76	    0.98	   -1.44	    2.01	
   -3.20	    2.14	   -1.80	   -1.66	    0.29	    0.37	   -2.96	    0.09	   -3.11	    2.86	    2.67	
    1.59	    1.04	   -1.03	   -3.12	   -2.69	   -3.87	   -8.05	   12.50	    4.44	    1.60	   -1.05	
    9.57	   -1.94	    0.99	    0.98	   -0.97	    4.41	   -1.88	    4.31	   -4.13	   -0.96	   -2.90	
    0.61	    2.83	    0.67	   -2.17	   -0.30	    2.36	    2.06	    4.39	    0.96	   -1.07	   -0.08	
   -1.08	   -0.88	   -0.16	    1.41	    3.13	    1.77	   -1.76	    6.68	    0.95	   -1.13	    1.96	
    0.00	    0.16	    1.67	    0.20	    4.00	   -1.35	    1.36	   -2.77	   -3.09	   -2.78	   -1.76	
   -2.07	   -3.49	   -0.65	    5.19	    2.47	   -2.81	   -4.13	    0.65	    4.07	    0.41	   -0.61	
    2.14	   -4.43	    3.66	   -1.41	   -9.07	    4.20	    0.50	   -1.50	   -3.82	   -5.03	    3.34	
   -1.57	    1.60	   -1.77	    0.00	   -0.40	   -3.21	   -1.66	   -0.63	   -2.55	   -4.58	   -4.11	
    3.90	   -3.00	    0.52	    0.26	   -2.81	   -3.68	   -5.19	  -17.29	   -2.09	   -1.78	   -2.54	
    2.42	    5.51	    0.00	   -8.21	   -3.25	   -1.68	    0.00	    8.55	   -5.51	    0.00	   -0.83	
    0.00	   -5.65	    3.42	   -9.92	   26.61	    5.07	   -0.69	  -12.50	   -2.38	   -2.44	   -6.67	
   -8.66	    1.72	   -1.69	    3.45	    2.50	   -4.88	   -3.42	    2.65	    2.59	   -3.36	    1.74	
    0.00	   -1.25	    6.33	   25.00	    0.95	   -2.83	    1.94	   -8.57	    8.33	   -6.73	    0.00	
   18.52	   -1.04	   -6.32	    5.62	    5.32	   -6.06	   -8.60	   24.71	   22.64	    5.38	   -5.11	
    2.56	   -2.50	   66.67	   16.62	   -6.33	    7.04	    3.95	   10.13	  -10.34	   -5.13	   10.81	
    3.67	    8.88	   -4.10	    4.36	    3.50	    0.29	   -0.41	    5.35	    1.94	   -4.98	   -1.36	
   -1.00	   -4.68	    2.11	    0.21	   -0.74	   -3.46	    0.86	    8.94	   -5.77	    0.83	   -4.54	
   -4.24	    3.76	    4.14	    0.25	    1.98	    1.22	    3.00	    7.46	   -3.25	   -5.38	    0.59	
   -6.05	    2.70	   -2.63	   -3.43	    9.15	   -0.39	   -4.55	   -8.61	   -2.72	    2.92	   -0.91	
   -4.25	    0.74	    0.73	    1.82	    0.72	    2.84	    3.22	    5.80	    0.42	    6.40	   -0.20	
    0.92	    3.89	   -4.49	   -0.39	    4.99	   -1.75	   -2.80	    0.52	   -1.69	   -0.79	    0.93	
   -2.78	   -1.82	    0.53	    8.04	   -5.24	    0.26	    1.28	    6.34	   -0.60	   -2.40	   -5.28	
    0.20	   -0.40	    0.80	   -1.69	    0.91	    1.90	   -0.59	    1.19	   -2.93	   -1.71	    4.10	
   -0.49	    0.30	   -5.11	    1.45	    3.27	    0.79	   -2.85	   -2.83	    3.01	   -4.74	   -6.04	
    4.96	    7.04	    6.67	   -1.70	    2.39	    0.00	   -2.58	    0.25	    2.15	    4.53	    2.24	
    0.24	   -3.66	   -5.06	    6.67	    3.25	   -0.48	    2.19	   -5.48	   -3.53	    4.44	    4.50	
   -2.81	   10.26	   -6.56	   -6.26	    2.45	    4.12	   -5.49	  -14.19	    0.16	  -15.41	    5.02	
  -15.41	    5.02	   -2.83	   -3.64	    0.76	   -4.69	   -4.92	   -4.14	  -12.74	    0.25	    2.47	
    0.36	   -0.71	    0.72	    0.36	   -0.71	   -3.93	    4.83	   -0.71	    0.00	    0.00	    0.00	
   -1.42	    1.08	    0.36	   -1.06	    2.15	   -1.75	    0.71	   -1.06	    0.00	    1.08	    3.55	
    3.26	   -1.05	    5.32	   -4.35	    1.48	   -2.40	   -2.56	    0.77	   -1.20	    1.76	   -1.84	
    1.94	    0.84	    0.73	   -1.35	   -0.21	   -2.32	   -0.54	   -2.07	    2.11	   -3.04	   15.13	
    2.44	   -0.62	   -3.55	    2.16	   -1.80	   -1.51	    1.97	    1.50	   -1.69	   -0.97	   -2.28	
    0.33	   -2.36	   -3.73	   -2.33	    0.34	    0.28	  -14.50	    0.51	   -1.14	   -2.15	    0.03	
   -2.18	   -4.36	    1.47	    0.72	    5.09	    0.46	  -13.49	    1.19	    1.41	   -2.20	    1.35	
    9.87	   -6.57	    3.81	    0.15	    2.11	    4.87	   -1.29	   -2.59	   -0.60	    0.41	   -5.54	
    1.56	    3.37	    0.64	   -3.22	   -1.05	   -3.24	   15.43	   -0.54	    1.55	    0.73	   -0.46	
    2.42	   -3.74	    2.27	    1.75	    5.15	   -0.70	   10.68	    0.01	    2.74	   -1.15	    7.27	
   -0.04	    7.12	   -7.36	    1.67	    3.47	    1.25	   -2.99	   -0.15	    0.34	   -0.41	   -0.90	
   -3.67	    1.89	   -0.46	   -1.15	   -2.39	   -3.78	    6.48	   -2.10	    3.14	   -3.37	   -5.79	
    0.53	   -5.79	    0.56	    0.00	   -4.44	   -8.72	    0.64	  -11.39	    5.00	   -8.84	   -8.21	
  -10.00	    5.93	   -8.39	    5.34	   -5.80	    0.77	   -8.40	    7.50	  -22.48	   15.00	   -7.83	
  -10.00	    5.93	   -8.39	    5.34	   -5.80	    0.77	   -8.40	    7.50	  -22.48	   15.00	   -7.83	
   -0.75	   -3.03	   -3.91	    6.50	   -3.05	    1.57	  -10.08	   -5.17	    0.00	    6.36	    0.85	
    4.76	   -9.09	    0.00	  -13.00	   -6.90	   -2.47	    5.06	   10.84	   -5.43	   -1.15	   -9.30	
   -4.17	  -10.14	    1.61	    9.52	   17.39	   34.57	   -5.50	  -22.33	   -6.25	   -2.67	    6.85	
    5.48	   -6.49	   26.39	   14.29	    5.77	    6.36	    3.42	   -5.79	   -1.75	    5.36	   -1.69	
  -11.11	   -8.33	    6.06	   -1.43	  -10.14	   14.52	   -4.23	   23.53	   23.81	  -10.58	  -12.90	
    2.98	    2.75	    3.48	   -1.68	   -5.50	    3.61	    8.65	   -0.84	   -1.18	   -3.68	    2.03	
   -4.22	   -2.04	    0.89	   -0.80	    3.33	    4.05	   -7.61	   -2.77	   -2.43	   -2.29	    1.88	
    1.46	   -0.08	    0.56	   -3.34	    7.81	    0.38	   -1.06	   -2.07	   -0.08	    0.71	    2.18	
   -2.01	    4.18	   -2.72	    0.23	   -0.31	   -0.86	   -0.47	   -9.86	   -0.61	   -2.64	    0.36	
   -1.70	   -2.16	   -2.03	    5.30	    1.71	   -3.64	    1.89	   -0.21	   -6.58	   -2.76	   -2.60	
   -2.34	    2.05	   -0.67	    1.35	   -4.33	    1.74	   -3.77	    0.71	    3.89	    4.76	    2.92	
    3.84	   -8.87	   -7.30	    1.17	  -10.37	   -0.64	   -8.41	    5.65	   -1.00	    1.01	   -2.34	
   -3.94	    1.41	    0.88	    1.25	    7.42	    1.38	   -3.86	    4.01	   -2.16	    3.71	    4.25	
    0.12	    2.87	   -0.12	    1.16	    2.53	    0.67	   -8.24	   -2.06	   -5.33	    5.10	    1.25	
   -1.19	    0.60	    0.36	   -0.36	   -0.36	    0.84	    0.96	   -2.60	   -3.89	    5.69	    0.12	
   -3.84	    4.59	    0.07	   -0.87	   -2.00	    7.05	    0.65	   -4.95	   -2.59	    3.86	   -5.01	
   -1.05	   -0.05	    0.91	   -2.69	    1.95	    0.33	    0.43	    0.32	    0.15	   -1.56	    1.24	
    1.94	   -1.05	   -0.53	   -0.85	   -3.51	    1.79	    4.47	    4.06	   -0.27	   -3.82	   -1.95	
   -1.47	    1.69	    1.28	   -1.91	    0.00	    4.57	    3.14	   -7.04	   -6.59	    1.65	   -0.41	
   -7.42	    1.00	   -1.13	    0.18	    1.16	   -2.86	   -3.74	   -4.65	   -1.76	   -6.43	   -1.07	
    1.09	   -0.93	    1.18	   -1.99	    1.58	    3.14	   -2.74	    1.81	    1.06	    1.07	   -1.47	
   -0.71	   -4.98	    6.37	    0.70	    1.75	    2.41	  -14.43	   -2.35	   13.65	   -2.12	   -5.05	
    7.50	    0.58	    1.16	   -4.57	    2.99	   -0.87	   -2.64	    1.81	    1.48	    2.92	   -0.28	
   -2.35	   -2.10	   -0.92	   -0.31	   -1.24	   -3.46	   -3.58	   -3.38	    0.35	    2.09	   -1.02	
    4.22	    0.87	    2.29	    1.96	   -1.10	   -0.56	    1.12	   -2.21	    2.26	   -2.76	   -3.98	
    2.77	    0.70	   -2.66	    3.62	    2.35	   -1.38	   -2.64	    0.80	   -0.09	   -0.32	    1.34	
   -1.14	   -0.12	    3.82	    3.74	   -0.45	   -0.21	   -2.86	   11.83	   -0.25	   -1.01	   -1.41	
   -2.08	    2.20	    0.65	    0.51	    1.79	    7.39	   17.34	    6.64	   -1.30	    2.41	    2.73	
    3.88	    1.21	    0.86	   -0.59	    1.87	   -2.17	    0.48	    4.83	    0.42	   -0.50	    4.53	
   -0.21	   -2.77	    3.13	   -3.51	    0.91	    1.17	   -1.18	    9.03	    2.55	   -3.03	    1.63	
   -1.91	    2.92	   -2.38	    2.33	   -1.25	   -0.58	   -2.35	   11.42	   -3.05	    1.17	    1.41	
   -3.80	   -2.79	    1.57	   -1.78	   -2.47	    5.76	    1.96	  -15.47	   -3.82	    4.85	   -1.91	
   -1.40	    4.42	   -5.49	    1.87	   -1.62	    0.54	   -1.28	    0.11	   -0.90	   -2.11	    1.34	
    1.68	   -0.83	    3.67	   -5.14	   -3.39	    3.51	   -3.05	   -9.97	   -2.91	    2.00	   -1.96	
   -6.80	   12.50	   -1.85	   -3.77	    2.94	   -0.95	   -2.88	    0.00	   -4.95	    3.13	    2.02	
   -1.46	   11.11	   18.67	   -6.18	   -1.80	   15.24	    0.00	   -1.59	   15.59	    2.33	   -3.64	
    8.97	   -1.65	    3.35	    4.86	   -1.54	    7.45	   -6.57	    1.17	    3.86	   -1.86	    0.00	
   -6.00	    2.13	   -7.08	    4.48	   -0.43	   -0.86	   -1.30	  -15.86	   -1.05	   -8.99	    6.98	
    1.41	   -1.94	   -5.90	   -6.77	   -3.88	   -1.68	   -5.71	    2.04	    0.00	    0.22	    0.59	
    0.74	   -9.69	   -0.41	    5.92	    0.43	   -3.60	    4.53	    6.10	   -3.32	    3.20	    0.54	
   -0.27	    3.30	    8.30	   -3.09	   -0.66	    1.89	    6.51	    5.55	    0.31	   -4.31	   -0.79	
    2.82	    0.00	    7.54	   -2.04	    2.73	    0.51	    0.38	  -15.70	    2.83	    4.20	    1.25	
   -2.13	   -3.84	   -1.40	    1.42	  -13.10	   -1.19	    0.88	   -4.73	   -5.49	   -5.39	   -0.15	
   -0.57	    0.23	   -0.23	    2.06	   -0.90	    2.37	   -2.54	   11.66	    2.64	   -0.99	    0.50	
   -4.03	    6.72	  -11.81	   -2.68	    1.83	    0.00	   -3.60	   -9.35	  -15.46	   -1.22	   -8.64	
  -19.15	   -8.42	   -0.57	    0.58	   -0.57	   -4.05	   -8.43	  -19.08	    0.00	    0.81	   -4.03	
  -10.96	   13.85	   -4.05	  -14.08	   -8.20	   -1.79	   -3.64	  -37.74	   27.27	   16.67	   38.78	
   -5.85	   -4.59	   -4.81	   -1.28	    6.35	   -2.50	    9.81	    5.75	   -3.77	   -2.35	    5.96	
   -6.26	    7.00	   -3.14	    9.18	   -0.12	   -5.66	    3.22	  -30.94	   -4.14	   -5.97	   -1.14	
   18.65	   -9.27	   -3.80	   -1.38	    5.51	    0.27	    0.46	    0.73	   -2.48	    8.56	   -4.39	
   -0.80	    1.05	   -1.51	   -2.18	    4.30	   -4.36	   -2.82	  -32.00	   -6.90	    0.54	   -0.67	
   -4.71	    0.67	   -4.25	   -1.66	    4.65	   -3.64	   -6.29	  -16.57	   -2.50	    1.83	    0.72	
    1.57	   -0.60	   -0.74	   -5.04	   -5.02	   -3.17	   -3.12	    2.74	    0.23	   -2.19	   -0.80	
    8.28	   -7.06	    3.16	   -0.61	   -1.85	   -1.26	   -5.10	  -55.03	   -1.49	   -9.09	   -3.33	
   -2.30	    0.59	    9.36	    4.81	    3.57	   -3.94	    1.54	  -10.61	   -5.65	   -0.60	   -6.02	
    5.87	   -0.11	   -5.18	    2.42	  -12.04	    4.56	    2.03	   11.07	    0.00	   14.77	   -5.42	
    2.60	   -7.55	    5.09	   -4.52	   -3.68	   11.51	   -2.85	   -3.04	   -8.15	    1.50	    4.02	
   -0.10	   -2.44	    2.00	   -0.98	    0.50	   -0.99	    3.48	   -0.48	    2.42	   -0.94	    2.86	
    0.00	    2.49	    3.40	   -0.94	   -1.42	   -0.87	    2.81	   -2.83	   -1.94	    0.50	   -0.99	
   -0.53	    0.89	    1.33	   -0.44	    1.75	    2.59	    0.42	    1.26	   -3.31	   -0.43	    0.86	
   -4.91	    2.15	    2.80	   -1.15	   -1.20	    9.55	   -6.51	   16.07	   -3.31	    1.18	    0.73	
   -3.88	    4.20	   -0.22	   -4.78	    3.23	  -10.34	   14.03	   -0.65	    0.16	    2.58	    2.42	
    0.11	    4.00	    3.14	   -0.69	    1.57	    2.53	   -1.83	   14.25	   -0.68	    3.55	    5.01	
    3.82	   -5.85	   -1.67	    6.85	    0.96	    0.15	    4.58	   -5.88	    1.93	    3.36	    3.36	
   -0.65	    2.89	   -1.65	   -1.90	    3.16	    3.92	    2.29	    4.99	   -1.08	    7.38	    0.57	
    1.92	    0.87	   -1.25	   -4.50	   -0.58	    3.99	   -6.64	    5.83	    3.48	    1.41	    1.39	
   -5.38	    9.13	   -1.18	   -3.59	   -1.49	    1.43	   -0.58	    5.42	   -6.17	   -3.12	    3.31	
    1.15	   10.73	   -1.80	    1.14	    0.78	    2.49	    3.85	   -2.09	    0.49	   -3.52	    4.07	
   -2.90	    5.98	   -0.22	    1.52	    0.00	   -4.50	   13.45	   -2.17	   -4.04	   -1.26	    1.28	
   17.74	   -4.36	   -1.71	    5.02	   -4.41	   -1.92	    0.20	   -2.54	   -0.40	    0.20	   -4.43	
   -2.40	    0.67	   -3.73	    4.32	    4.03	   -1.06	   -1.24	  -14.26	   -2.86	   -1.92	   -0.17	
   -2.45	    7.91	   -1.68	   -3.97	    1.28	   -2.30	  -15.82	   -5.32	   -1.54	    2.74	    1.12	
    0.37	    6.24	    2.80	    3.30	    5.15	   -0.65	    5.56	    0.62	   -0.68	   -3.97	    5.51	
   -5.42	    0.00	    2.15	    0.84	    3.34	   -0.81	    2.31	   -7.03	   -4.42	    3.43	   -0.87	
    6.87	    3.15	   -4.24	    4.85	    4.76	    0.76	   -1.75	   -0.25	    6.77	   -0.96	    1.93	
    0.00	   -0.69	    4.85	    5.45	    3.92	    4.22	   -3.04	    3.58	    1.30	    3.70	   -4.53	
    7.52	   -2.61	    3.38	    5.67	    0.21	   -1.59	    6.66	   -3.06	   -2.15	   -1.64	    3.89	
   -2.59	    7.74	   -4.75	    0.04	   20.46	   -0.66	   -5.99	    0.27	   -1.89	    2.62	   -0.20	
    3.89	   -6.32	   -0.81	    3.81	   -0.66	    2.46	   17.55	   -2.04	    3.02	    0.43	    0.18	
