        	        	        	        	        	        	EARNINGS	        	        	        	        	
  -15.58	   -0.06	    1.25	   -2.55	   10.16	   14.02	    4.30	  -12.52	   -5.86	   11.78	   19.19	
    2.21	    1.11	    4.80	    8.12	   11.07	   11.07	   15.87	   39.11	   53.14	   50.55	   54.24	
    5.30	    4.84	    8.99	    3.23	   -1.84	    0.69	    7.60	   25.81	   35.48	   35.48	   16.59	
   -3.92	   -2.06	   -5.36	   -1.44	    2.68	    4.54	   -1.24	   -5.15	   -9.07	   -9.90	  -12.37	
   -1.11	   -1.77	   -0.03	    1.38	    2.17	    3.17	    1.59	    1.08	    3.63	    5.29	    2.89	
   -2.05	    1.21	    2.90	    3.27	    2.40	    3.49	    6.50	    5.75	    7.19	    7.73	    6.52	
    0.59	    2.85	    2.60	    5.84	    5.74	    9.41	   11.89	   20.33	   21.99	   20.48	   18.63	
    0.98	   -1.27	   -0.15	    1.95	    0.49	    1.02	   -2.93	    0.73	    0.73	   -1.71	   -1.71	
    0.41	   16.29	    6.25	    6.40	   -3.18	   -2.66	   -3.43	   -2.66	   -0.87	    3.23	    5.89	
   -2.53	   -0.20	    1.11	   -1.27	   -3.04	   -2.03	   -1.52	   14.68	    5.57	    2.53	    3.80	
   -2.17	    7.50	  -19.92	  -30.57	  -36.09	  -38.46	  -32.15	  -39.84	  -37.48	  -39.05	  -29.39	
   -4.74	  -17.67	   -7.54	   -6.90	   -8.62	  -10.34	  -12.72	  -33.84	  -35.99	  -40.30	  -18.32	
    0.00	   -2.31	   -2.95	  -41.67	  -35.13	  -38.97	  -34.74	  -30.51	  -50.51	  -55.26	  -57.44	
  -17.96	  -14.55	  -16.56	  -13.62	  -10.06	  -14.40	  -10.37	  -13.62	  -19.20	  -25.23	  -23.53	
   11.43	    6.28	   -2.69	    0.22	   -2.69	   -2.91	    2.91	    1.35	   -1.12	    4.71	    1.35	
    1.61	   -5.54	   -6.79	   -9.11	  -11.96	  -18.57	  -12.86	  -10.89	  -15.71	  -20.89	  -10.71	
   -4.92	    2.46	    3.28	    2.46	    0.00	    1.64	   -6.56	  -13.93	  -25.41	  -30.33	  -22.13	
   -2.91	  -12.79	  -16.86	  -15.70	   -8.14	  -12.79	   -2.91	  -14.53	  -21.51	  -19.77	  -16.86	
   -4.23	   -0.70	    0.70	   -3.52	   -5.63	   -7.75	   -1.41	   -2.82	  -10.56	  -16.20	  -19.01	
   -1.82	   -4.62	   -8.12	  -16.15	  -15.96	  -18.77	  -18.70	  -10.70	   -8.78	   -9.97	  -12.33	
    3.75	    7.08	    3.98	    4.98	    5.43	    2.56	    4.58	    3.36	    1.31	   -2.90	   -4.75	
    0.60	   -1.22	   -3.23	   -3.18	   -1.61	   -4.53	   -4.91	   -1.06	    0.13	    1.04	    9.93	
   -0.14	   -0.55	    1.35	    3.45	    3.72	    4.91	   15.17	   21.85	   21.38	   20.36	   20.74	
   -4.21	   -2.16	  -10.93	   -8.09	  -11.73	  -15.83	  -11.39	   -6.72	   -7.06	   -9.11	  -11.50	
    4.35	    6.91	    4.09	   13.81	   12.79	   10.61	    9.34	    9.97	    9.34	    4.22	    1.41	
    1.85	    2.16	   -2.47	   -1.24	   -2.32	   -3.09	   -2.16	   -0.77	    1.08	   -0.93	   -2.32	
   -1.74	    2.03	   -2.03	    2.47	   -2.18	   -5.37	   -1.60	    0.87	   -0.29	   -3.19	   -5.81	
    4.49	   -2.63	   -2.66	   -1.46	   -1.00	    0.09	   -1.46	   -3.41	   -5.01	   -6.27	   -5.07	
   -0.81	   -8.18	   -7.15	   -7.58	   -9.74	   -6.23	   -4.83	   -4.18	   -5.59	   -6.91	   -6.42	
    0.83	    3.02	    3.92	    6.33	    7.74	    6.27	    1.08	    0.45	    0.78	    1.05	    2.22	
   -0.43	    0.41	   -1.13	   -1.92	    0.38	    3.97	    5.71	    6.18	    5.56	    5.95	    4.67	
   -1.21	    0.32	    0.55	   -0.52	   -0.69	    1.85	   -3.95	   -5.14	   -5.65	   -4.76	   -5.62	
   -0.38	    0.25	    3.16	    3.88	    5.97	    5.41	    7.74	    4.76	    4.57	    3.95	    9.01	
   -2.37	    1.86	   -0.74	   -0.38	    2.47	    3.63	    3.37	    2.99	   -3.80	   -3.40	    0.48	
    4.83	    1.87	    3.81	    0.77	    2.74	    5.79	    9.21	   13.14	   12.15	   13.27	   16.70	
    1.06	    4.87	    1.15	    4.34	    3.45	    6.73	   13.37	   20.46	   18.07	   20.37	   15.77	
   -1.71	    0.99	    0.18	    1.71	    0.54	    0.36	   -2.88	   -0.09	    1.35	    1.44	    1.44	
   -0.89	    6.84	    6.22	    7.20	    8.98	   12.62	   11.02	   13.78	    4.44	   -2.22	   -1.24	
  -17.06	  -27.88	  -29.13	  -32.87	  -41.19	  -35.78	  -30.24	  -32.87	  -33.56	  -35.92	  -38.83	
   -3.55	   -7.93	  -13.15	  -14.41	   -0.21	   -1.25	   20.04	   30.90	   12.53	   19.00	    9.81	
    1.96	    1.61	   -2.09	    3.05	   -3.69	   -3.05	   -1.77	    1.28	    1.44	    2.73	    3.37	
   -0.77	    1.54	    3.08	    6.15	   14.04	   15.19	   16.35	   24.62	   17.88	   14.04	   18.08	
   -1.92	   -5.07	   -5.94	   -7.34	   -6.99	   -7.87	   -4.55	   -8.22	   -8.04	   -9.97	   -9.79	
   -0.01	    0.63	    2.70	    3.37	    1.75	    0.21	   -5.25	   -5.33	   -4.13	   -3.49	   -3.09	
    2.30	   -0.02	   -0.19	   -0.54	   -2.32	   -0.67	   -4.73	   -4.48	   -5.76	   -7.26	   -6.11	
    7.31	    2.37	    2.37	    0.20	   -1.78	    0.20	   -2.57	   -2.77	   -4.74	   -9.68	  -17.39	
   -0.20	    0.59	    9.31	    9.31	   20.00	   21.39	    2.57	    8.32	    4.55	    1.39	    4.16	
    0.52	    1.39	    4.70	    4.88	    4.53	    7.32	   13.41	    9.58	    6.27	    2.61	    6.79	
   -0.31	   -4.71	   -3.45	   -3.61	   -6.75	   -7.69	   -8.48	  -13.03	  -13.03	  -14.44	   -7.38	
    1.28	    1.28	    5.15	    3.12	    5.15	    8.49	    9.50	   21.03	   20.85	   17.82	   16.59	
    1.97	    7.89	    7.89	    6.58	    5.26	    3.29	    1.97	    0.66	    1.97	    4.21	   -3.95	
   -1.15	   -0.82	   -0.98	   -1.31	    0.00	   13.93	   20.49	   17.21	    9.84	   13.11	    3.28	
   -4.62	    0.43	    4.05	    1.45	    0.43	    6.21	    1.88	   19.65	   15.61	   19.22	   12.72	
   -2.20	    0.93	   -1.52	   -0.08	   -2.79	   -1.69	    2.12	    5.41	    3.30	    3.01	    0.08	
    1.85	    1.77	   -1.60	   -3.20	   -1.35	   -3.36	   -1.18	   10.68	   11.02	   12.95	    9.50	
   -1.70	   -2.19	   -2.76	   -4.78	   -6.24	   -5.35	   -8.27	   -7.62	   -6.08	   -5.19	   -4.21	
    2.19	    2.01	    7.42	    7.39	    6.90	    7.04	   15.35	   14.03	   10.61	   14.83	   13.85	
    1.43	    2.73	    1.62	    2.03	    4.99	    7.18	   11.90	    8.19	    7.16	    8.55	    6.76	
   -0.22	   -2.33	   -6.12	   -3.45	    3.51	    7.71	    6.08	   -5.69	   -2.61	   -1.96	   -0.35	
   -5.55	    3.02	    3.02	    4.60	    7.94	    9.20	    7.06	    3.65	    1.89	   -1.83	    0.63	
    2.04	    2.49	    3.76	   13.46	   17.41	   39.92	   47.58	   46.68	   52.10	   49.04	   47.13	
   -0.93	   -1.85	    1.12	    3.19	    1.43	    0.56	    7.76	    1.23	   -3.75	   -3.85	   -6.15	
    2.79	    3.88	    4.84	    6.61	   12.45	   15.23	   14.34	    9.14	    5.41	    8.01	   10.91	
   -0.70	   -0.15	   -0.87	   -0.89	    2.38	    0.86	   -0.31	    3.18	    3.08	    5.06	    1.61	
    3.58	    0.08	    1.52	    0.61	   -3.96	   -0.48	   -2.13	    9.22	    7.77	    0.94	    0.53	
   -3.56	    3.39	    6.34	    5.79	   10.43	    8.18	   11.91	   12.38	   10.66	    9.93	    9.52	
    2.21	   -0.02	    2.82	    3.28	    5.10	    9.31	   10.61	   11.13	   11.45	   13.06	   12.28	
   -9.35	    0.00	    4.67	    4.67	   -5.61	  -11.21	  -12.15	   -7.48	   -3.74	   -4.67	   -4.67	
   -7.48	   -6.80	  -10.88	  -14.29	   -8.16	  -12.93	  -13.61	   -7.48	  -19.73	  -13.61	  -10.20	
   -4.62	    1.54	   10.77	   10.00	    2.31	   -5.38	  -10.77	    0.00	   -8.46	  -14.62	  -16.15	
    3.36	    1.42	    3.76	    8.85	    6.71	    3.26	    4.07	    3.76	    4.37	    3.05	    4.68	
   -1.03	   -0.09	   -0.38	   -3.20	   -4.23	  -11.18	  -16.35	  -12.59	  -14.10	  -15.32	  -16.45	
    5.32	    6.70	    4.68	    1.17	    0.85	    3.62	    5.11	    2.23	    6.91	    7.66	    9.47	
    2.62	    8.40	    8.83	    7.63	    3.16	    3.60	    9.60	    7.96	    7.20	   10.80	    8.72	
  -18.60	  -29.89	  -30.84	  -10.97	   -1.43	   27.03	   14.31	   -2.38	  -14.47	   -8.74	   -3.97	
   17.13	   18.35	   16.51	   39.14	   51.07	  109.48	  154.43	   86.24	   62.39	   29.36	   26.91	
   -3.21	   -0.57	   15.31	   53.12	  120.42	   34.22	   34.22	   46.69	   34.22	   24.57	   35.73	
   -1.29	   -0.32	    8.24	   10.34	   10.99	   15.99	   14.86	   16.48	   28.43	   31.66	   32.79	
   -1.62	    2.85	    3.86	    4.09	    6.01	    6.94	   15.19	   20.28	   19.74	   17.66	   18.04	
   -4.35	  -11.82	   -7.67	   -4.09	   -3.32	   -4.47	    4.35	    5.11	    0.64	    3.13	   10.22	
   -1.57	   -1.18	   -0.98	   -6.36	   -3.93	   -5.90	   -5.38	    0.46	    2.10	    1.57	    5.64	
   -3.11	   -1.58	   -5.89	   -2.56	   -3.82	   -6.43	   -1.64	   -3.87	   -4.03	   -7.58	   -9.16	
    3.49	    3.31	   -0.24	    1.42	    2.66	   -0.53	   -1.54	   -2.37	   -0.47	   -4.02	   -4.85	
    2.17	   -3.58	   -1.22	   25.41	   42.70	   57.19	   57.46	    2.12	    3.66	    0.26	   -5.00	
   30.91	   33.63	   37.13	   37.26	   39.19	   56.90	   64.27	  115.83	  130.86	  110.26	  125.82	
    7.40	   15.41	   -3.44	   -5.55	   -7.61	    2.92	   -2.40	   33.92	   33.40	   41.53	   45.98	
   -5.24	   -9.99	   -8.21	    1.94	    2.92	   -8.66	   -5.69	  -32.41	  -38.00	  -37.04	  -30.76	
    5.92	    5.21	    7.11	    5.92	    5.21	    4.74	    1.18	    9.48	    9.48	   11.14	   10.90	
   -0.22	    0.22	    0.66	   -0.44	    2.20	    3.82	    8.40	    7.47	    6.59	    6.81	    8.18	
    1.09	    1.09	    1.74	    0.87	    1.09	    2.83	    0.43	    0.22	    1.30	    0.43	    0.87	
    1.64	    2.15	    4.09	    7.68	    7.47	    7.88	    3.68	    1.23	   -4.81	   -8.80	   -5.94	
   -4.42	   -7.17	   -3.42	   -5.17	  -11.33	  -14.67	  -25.42	  -27.08	  -24.58	  -24.58	  -23.17	
    0.67	   -4.34	    1.11	    0.78	   -8.46	   -4.79	   -7.02	   -5.46	    0.45	    7.91	    5.35	
   -3.52	   -3.21	   -7.34	   -6.16	   -3.33	    1.55	    0.23	    3.25	    1.74	    1.17	    0.23	
   -2.68	    0.84	   -2.44	    0.70	    0.87	    2.09	   -4.11	    3.34	    2.20	    0.17	   -2.44	
    6.12	    1.26	    4.86	    8.27	    7.37	    7.91	   40.83	   49.46	   53.96	   57.55	   53.78	
   -3.66	   -5.67	    0.38	   -1.13	   -4.67	   -6.68	   -4.92	   -3.28	   -6.43	  -10.21	  -12.48	
    0.40	    5.36	   -3.49	   -7.10	   -0.40	   -5.36	   -5.36	   -8.31	   -8.45	   -9.52	  -12.47	
    1.60	    0.40	    0.80	    2.40	    2.80	    4.00	    2.40	    7.60	    6.80	   10.00	    9.60	
   -0.74	    2.23	    1.86	    1.86	    0.37	    0.00	   -2.23	   -0.37	   -0.97	   -0.74	   -1.12	
    0.68	    2.93	    0.59	    1.17	    7.03	   13.28	    4.39	  -21.48	  -17.97	  -18.95	  -16.21	
    0.34	    2.99	   -2.18	   -1.38	    2.87	    1.15	   -6.89	  -23.54	  -12.74	  -17.22	  -15.96	
   -1.19	    2.14	    0.24	   -1.31	    3.10	    7.86	    8.21	    1.31	   -4.17	   -1.07	    1.43	
    8.18	    9.67	   44.24	   28.62	   22.68	   18.22	    4.09	    2.23	   -6.32	  -11.90	   -6.32	
    6.57	    7.41	    4.71	    7.07	    7.58	    6.31	   37.96	   39.81	   43.10	   36.28	   39.31	
   -3.52	   -1.10	    2.64	    1.32	    3.52	    2.64	   -5.95	   -8.15	   -9.69	  -11.89	  -11.23	
   -4.70	   -1.31	   -2.09	   -0.26	    5.74	    5.48	    6.27	   12.27	   12.53	   18.02	   16.97	
   -0.91	   -0.91	   -1.83	   -1.14	   -0.68	    0.46	   -7.99	   -5.71	   -8.90	  -15.30	   -7.31	
   -4.09	    0.47	    0.00	   -1.42	   -1.10	   -3.15	   -2.05	    2.36	    7.72	   28.98	   29.29	
    7.91	    1.40	    4.96	   11.63	   15.04	    9.15	    7.75	    6.67	   -0.16	   -3.72	   -0.62	
   -1.49	   -2.35	    5.54	   13.65	    8.53	    0.64	   14.93	   20.47	   35.18	   39.23	   43.50	
    0.84	    1.38	    4.71	    4.57	   -0.34	    0.17	    2.86	    4.71	    4.20	    0.00	   -0.50	
   -0.97	   -0.80	   -1.47	    0.03	    0.03	   -0.47	    1.87	    4.30	    5.50	    8.37	    8.04	
    0.77	    3.47	    3.47	    5.41	    3.86	    8.49	   13.13	    3.09	    2.32	    1.16	   -5.41	
    0.59	    0.88	   -3.24	   -1.18	   -3.82	   -3.53	   -5.59	  -21.06	  -19.12	  -14.71	  -20.00	
   -1.45	   -0.81	   -2.42	    0.40	    2.42	    9.27	   14.92	   19.35	   20.97	   23.39	   26.21	
    2.82	    6.95	   10.21	    8.23	    9.58	   12.58	   11.15	    8.93	    9.76	    9.81	    9.72	
   -0.14	    0.32	   -2.08	   -3.93	   -1.89	   -3.96	  -11.48	  -11.67	  -12.43	  -11.25	  -12.07	
    0.07	   -2.15	   -4.81	   -5.91	   -4.14	   -5.13	   -8.68	   -9.06	   -8.85	   -7.83	   -7.66	
    6.57	    3.48	    1.51	    5.97	    4.11	    1.58	    1.93	    4.04	    3.83	    2.07	    1.12	
    0.26	   -4.92	   -4.16	   -4.03	   -4.69	   -4.86	    1.06	   -1.09	   -1.59	   -1.26	   -3.73	
    5.90	    2.39	    1.27	    5.03	    2.71	    2.13	    2.75	    4.56	    3.87	   -1.16	   -2.32	
   -2.48	   -8.60	   -4.61	   -3.56	   -5.36	   -8.13	   -1.26	    6.98	    8.28	    5.51	    1.12	
    0.50	    1.25	    0.12	    0.87	   -0.25	   -0.87	   -2.24	    1.49	   -0.25	   -2.74	   -1.62	
    3.76	    2.72	    2.20	    3.24	    3.50	    3.76	    3.76	    3.76	    4.15	    5.45	    5.19	
   -2.57	  -10.49	   -1.44	   -1.95	   -2.73	   -1.25	    4.80	    6.32	    7.25	    4.29	   20.55	
    3.17	   -4.13	   -1.96	   -4.88	   -1.14	   -0.75	    1.46	   -3.10	   -8.62	  -10.97	  -18.20	
    5.24	   -0.68	    1.37	    2.96	    1.63	   -5.72	   -8.59	   -6.83	   -4.68	   -4.75	   -6.99	
   -1.52	    3.79	    7.80	    6.61	   -7.26	  -17.77	  -29.47	  -30.66	  -36.94	  -39.33	  -47.13	
   -3.88	   21.10	   12.58	    9.74	   12.02	    1.23	    3.22	  -10.60	  -10.03	  -15.23	   -9.74	
   -7.89	   11.84	   -1.10	   10.75	   15.13	    3.07	    8.33	    2.63	    0.88	    2.19	    2.19	
   -0.80	   -0.96	    1.73	   -4.15	    1.06	    1.14	    5.34	    8.93	    9.07	   10.36	    9.51	
   -0.27	   -0.55	    0.37	    2.73	    8.87	    8.00	    9.42	   11.40	    9.40	    9.44	    6.47	
    2.73	    6.02	    3.91	    0.23	    5.43	    1.71	    2.12	    0.02	   -0.40	   -4.00	   -7.08	
    0.11	   -1.46	   -2.61	   -9.61	   -6.26	   -6.81	  -14.77	  -10.54	  -11.05	   -9.61	  -11.71	
   -1.69	    6.53	    1.54	   -1.48	    1.71	   -1.03	    4.35	    5.93	    3.25	    2.38	   -1.63	
   -2.74	    2.78	    5.37	    9.11	   11.18	    9.62	    3.81	    8.39	    7.59	    1.25	    0.65	
   10.17	   12.34	    7.05	    1.97	    2.07	    5.60	    5.08	   19.71	   19.29	   16.80	   17.12	
   -2.59	    0.00	    0.28	    6.20	    3.61	    2.22	   -1.67	   -6.48	   -6.48	   -5.83	   -4.07	
    2.88	    3.21	    8.03	    8.62	    7.01	    8.36	    9.66	   17.07	   18.22	   16.52	   18.86	
   -3.20	   -1.13	   -2.91	   -4.52	   -4.24	   -3.89	   -6.74	   -6.65	   -9.56	   -6.97	   -4.49	
    0.23	   -0.33	    7.32	    8.01	    9.66	   12.15	   12.70	   16.31	   15.85	   16.23	   14.56	
    9.57	    7.45	    8.51	    9.57	    8.51	   13.30	   11.17	   15.96	   11.17	   10.11	    6.91	
    1.59	    2.65	    1.59	   -1.59	   -4.23	   -7.94	  -15.34	   -4.76	   -0.53	    1.06	    0.00	
    0.61	    3.46	    4.16	    1.90	    1.59	    3.99	    6.13	   10.79	   11.86	   10.66	   10.56	
   -1.08	   -1.95	   -2.11	   -0.72	    2.38	    4.20	    2.36	    9.20	   10.24	    9.00	   11.13	
   -2.07	   -5.49	   -6.10	   -1.22	    1.22	   -1.63	   -5.69	   -5.08	   -1.22	   -0.81	   -1.42	
    0.00	    0.16	    1.84	    2.04	    6.12	    4.69	    6.12	    3.18	    0.00	   -2.78	   -4.49	
   -1.57	    0.00	   -1.77	   -1.77	   -2.16	   -5.30	   -6.88	   -7.47	   -9.82	  -13.95	  -17.49	
    2.14	   -2.38	    1.19	   -0.24	   -9.29	   -5.48	   -5.00	   -6.43	  -10.00	  -14.52	  -11.67	
    3.90	    0.78	    1.30	    1.56	   -1.30	   -4.94	   -9.87	  -25.45	  -27.01	  -28.31	  -30.13	
    2.42	    8.06	    8.06	   -0.81	   -4.03	   -5.65	   -5.65	    2.42	   -3.23	   -3.23	   -4.03	
    0.00	   -5.65	   -2.42	  -12.10	   11.29	   16.94	   16.13	    1.61	   -0.81	   -3.23	   -9.68	
   -8.66	   -7.09	   -8.66	   -5.51	   -3.15	   -7.87	  -11.02	   -8.66	   -6.30	   -9.45	   -7.87	
    2.56	    0.00	   66.67	   94.36	   82.05	   94.87	  102.56	  123.08	  100.00	   89.74	  110.26	
    0.00	   -1.25	    5.00	   31.25	   32.50	   28.75	   31.25	   20.00	   30.00	   21.25	   21.25	
   18.52	   17.28	    9.88	   16.05	   22.22	   14.81	    4.94	   30.86	   60.49	   69.14	   60.49	
   -1.00	   -5.63	   -3.63	   -3.43	   -4.15	   -7.46	   -6.66	    1.68	   -4.19	   -3.39	   -7.78	
    3.67	   12.88	    8.25	   12.97	   16.93	   17.26	   16.79	   23.03	   25.42	   19.17	   17.55	
   -6.05	   -3.52	   -6.05	   -9.28	   -0.98	   -1.37	   -5.86	  -13.96	  -16.31	  -13.87	  -14.65	
   -4.25	   -3.54	   -2.83	   -1.06	   -0.35	    2.48	    5.78	   11.91	   12.38	   19.58	   19.34	
   -4.24	   -0.64	    3.47	    3.73	    5.78	    7.07	   10.28	   18.51	   14.65	    8.48	    9.13	
    0.92	    4.84	    0.13	   -0.26	    4.71	    2.88	    0.00	    0.52	   -1.18	   -1.96	   -1.05	
   -2.78	   -4.55	   -4.05	    3.67	   -1.77	   -1.52	   -0.25	    6.07	    5.44	    2.91	   -2.53	
    0.20	   -0.20	    0.60	   -1.10	   -0.20	    1.70	    1.10	    2.30	   -0.70	   -2.40	    1.60	
    4.96	   12.35	   19.84	   17.80	   20.62	   20.62	   17.51	   17.80	   20.33	   25.78	   28.60	
   -0.49	   -0.20	   -5.30	   -3.93	   -0.79	    0.00	   -2.85	   -5.59	   -2.75	   -7.36	  -12.95	
  -15.41	  -11.16	  -13.68	  -16.82	  -16.19	  -20.13	  -24.06	  -27.20	  -36.48	  -36.32	  -34.75	
   -2.81	    7.16	    0.13	   -6.14	   -3.84	    0.13	   -5.37	  -18.80	  -18.67	  -31.20	  -27.75	
    0.24	   -3.42	   -8.31	   -2.20	    0.98	    0.49	    2.69	   -2.93	   -6.36	   -2.20	    2.20	
    0.36	   -0.36	    0.36	    0.71	    0.00	   -3.93	    0.71	    0.00	    0.00	    0.00	    0.00	
   -1.42	   -0.35	    0.00	   -1.06	    1.06	   -0.71	    0.00	   -1.06	   -1.06	    0.00	    3.55	
    3.26	    2.18	    7.62	    2.94	    4.46	    1.96	   -0.65	    0.11	   -1.09	    0.65	   -1.20	
    1.94	    2.80	    3.55	    2.15	    1.94	   -0.43	   -0.97	   -3.01	   -0.97	   -3.98	   10.55	
    2.44	    1.81	   -1.81	    0.32	   -1.49	   -2.98	   -1.06	    0.43	   -1.28	   -2.23	   -4.46	
    0.33	   -2.03	   -5.68	   -7.88	   -7.57	   -7.30	  -20.74	  -20.34	  -21.25	  -22.94	  -22.92	
   -2.18	   -6.44	   -5.07	   -4.39	    0.48	    0.94	  -12.68	  -11.64	  -10.39	  -12.37	  -11.18	
    2.42	   -1.41	    0.83	    2.60	    7.88	    7.12	   18.56	   18.58	   21.83	   20.43	   29.19	
    1.56	    4.98	    5.65	    2.25	    1.17	   -2.11	   13.00	   12.39	   14.14	   14.97	   14.44	
    9.87	    2.66	    6.57	    6.72	    8.97	   14.28	   12.80	    9.87	    9.21	    9.66	    3.59	
   -0.04	    7.08	   -0.81	    0.85	    4.35	    5.65	    2.50	    2.35	    2.69	    2.27	    1.35	
   -3.67	   -1.85	   -2.31	   -3.43	   -5.73	   -9.30	   -3.43	   -5.45	   -2.48	   -5.77	  -11.22	
  -10.00	   -4.67	  -12.67	   -8.00	  -13.33	  -12.67	  -20.00	  -14.00	  -33.33	  -23.33	  -29.33	
  -10.00	   -4.67	  -12.67	   -8.00	  -13.33	  -12.67	  -20.00	  -14.00	  -33.33	  -23.33	  -29.33	
    0.53	   -5.29	   -4.76	   -4.76	   -8.99	  -16.93	  -16.40	  -25.93	  -22.22	  -29.10	  -34.92	
   -0.75	   -3.76	   -7.52	   -1.50	   -4.51	   -3.01	  -12.78	  -17.29	  -17.29	  -12.03	  -11.28	
    5.48	   -1.37	   24.66	   42.47	   50.68	   60.27	   65.75	   56.16	   53.42	   61.64	   58.90	
    4.76	   -4.76	   -4.76	  -17.14	  -22.86	  -24.76	  -20.95	  -12.38	  -17.14	  -18.10	  -25.71	
  -11.11	  -18.52	  -13.58	  -14.81	  -23.46	  -12.35	  -16.05	    3.70	   28.40	   14.81	    0.00	
   -4.17	  -13.89	  -12.50	   -4.17	   12.50	   51.39	   43.06	   11.11	    4.17	    1.39	    8.33	
   -4.22	   -6.17	   -5.33	   -6.09	   -2.97	    0.96	   -6.72	   -9.30	  -11.51	  -13.53	  -11.91	
    2.98	    5.81	    9.49	    7.65	    1.73	    5.40	   14.51	   13.55	   12.20	    8.07	   10.27	
   -2.01	    2.08	   -0.69	   -0.46	   -0.77	   -1.62	   -2.08	  -11.74	  -12.28	  -14.59	  -14.29	
   -1.70	   -3.82	   -5.77	   -0.78	    0.92	   -2.76	   -0.92	   -1.13	   -7.64	  -10.18	  -12.52	
    1.46	    1.38	    1.94	   -1.46	    6.24	    6.65	    5.51	    3.32	    3.24	    3.97	    6.24	
    3.84	   -5.37	  -12.28	  -11.25	  -20.46	  -20.97	  -27.62	  -23.53	  -24.30	  -23.53	  -25.32	
   -2.34	   -0.33	   -1.00	    0.33	   -4.01	   -2.34	   -6.02	   -5.35	   -1.67	    3.01	    6.02	
    0.12	    2.99	    2.87	    4.07	    6.70	    7.42	   -1.44	   -3.47	   -8.61	   -3.95	   -2.75	
   -1.19	   -0.60	   -0.24	   -0.60	   -0.95	   -0.12	    0.84	   -1.79	   -5.61	   -0.24	   -0.12	
   -3.94	   -2.58	   -1.72	   -0.49	    6.89	    8.36	    4.18	    8.36	    6.03	    9.96	   14.64	
    1.94	    0.87	    0.34	   -0.51	   -4.00	   -2.28	    2.09	    6.23	    5.94	    1.89	   -0.10	
   -3.84	    0.58	    0.66	   -0.22	   -2.21	    4.69	    5.37	    0.15	   -2.45	    1.31	   -3.76	
   -1.05	   -1.10	   -0.20	   -2.89	   -1.00	   -0.67	   -0.25	    0.07	    0.22	   -1.34	   -0.12	
   -1.47	    0.19	    1.47	   -0.46	   -0.46	    4.08	    7.34	   -0.21	   -6.78	   -5.25	   -5.63	
    1.09	    0.15	    1.33	   -0.69	    0.88	    4.04	    1.20	    3.03	    4.13	    5.24	    3.69	
   -7.42	   -6.49	   -7.55	   -7.38	   -6.30	   -8.98	  -12.38	  -16.45	  -17.92	  -23.20	  -24.02	
   -0.71	   -5.65	    0.35	    1.06	    2.83	    5.30	   -9.89	  -12.01	    0.00	   -2.12	   -7.07	
    4.22	    5.12	    7.53	    9.64	    8.43	    7.83	    9.04	    6.63	    9.04	    6.02	    1.81	
    7.50	    8.13	    9.38	    4.37	    7.50	    6.56	    3.75	    5.62	    7.19	   10.31	   10.00	
   -2.35	   -4.40	   -5.28	   -5.57	   -6.74	   -9.97	  -13.20	  -16.13	  -15.84	  -14.08	  -14.96	
    2.77	    3.49	    0.74	    4.38	    6.84	    5.36	    2.58	    3.41	    3.31	    2.98	    4.35	
   -1.14	   -1.26	    2.51	    6.35	    5.86	    5.64	    2.62	   14.75	   14.47	   13.31	   11.71	
   -2.08	    0.07	    0.72	    1.23	    3.04	   10.66	   29.84	   38.47	   36.67	   39.97	   43.80	
   -0.21	   -2.97	    0.07	   -3.45	   -2.57	   -1.43	   -2.60	    6.20	    8.90	    5.61	    7.32	
    3.88	    5.13	    6.04	    5.41	    7.38	    5.05	    5.56	   10.66	   11.12	   10.56	   15.57	
   -1.91	    0.96	   -1.45	    0.84	   -0.42	   -0.99	   -3.32	    7.72	    4.43	    5.66	    7.15	
   -3.80	   -6.49	   -5.02	   -6.71	   -9.01	   -3.77	   -1.89	  -17.07	  -20.23	  -16.36	  -17.96	
   -1.40	    2.97	   -2.69	   -0.87	   -2.48	   -1.95	   -3.21	   -3.11	   -3.98	   -6.00	   -4.75	
   -6.80	    4.85	    2.91	   -0.97	    1.94	    0.97	   -1.94	   -1.94	   -6.80	   -3.88	   -1.94	
    1.68	    0.84	    4.54	   -0.84	   -4.20	   -0.84	   -3.87	  -13.45	  -15.97	  -14.29	  -15.97	
   -6.00	   -4.00	  -10.80	   -6.80	   -7.20	   -8.00	   -9.20	  -23.60	  -24.40	  -31.20	  -26.40	
    8.97	    7.17	   10.76	   16.14	   14.35	   22.87	   14.80	   16.14	   20.63	   18.39	   18.39	
